timestamp,pressure_psi,is_spike_event,sensor_id,tank_id
2024-08-08 14:34:00,201.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:35:00,201.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:36:00,199.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:37:00,201.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:38:00,201.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:39:00,201.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:40:00,201.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:41:00,201.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:42:00,200.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:43:00,200.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:44:00,200.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:45:00,200.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:46:00,200.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:47:00,198.1,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:48:00,198.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:49:00,199.1,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:50:00,199.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:51:00,198.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:52:00,198.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:53:00,197.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:54:00,198.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:55:00,199.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:56:00,199.1,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:57:00,198.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:58:00,199.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 14:59:00,199.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:00:00,200.0,True,TANK_001_PRESSURE,TANK_001
2024-08-08 15:01:00,260.1,True,TANK_001_PRESSURE,TANK_001
2024-08-08 15:02:00,232.6,True,TANK_001_PRESSURE,TANK_001
2024-08-08 15:03:00,200.0,True,TANK_001_PRESSURE,TANK_001
2024-08-08 15:04:00,200.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:05:00,201.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:06:00,200.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:07:00,202.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:08:00,202.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:09:00,200.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:10:00,202.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:11:00,201.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:12:00,200.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:13:00,200.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:14:00,200.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:15:00,200.1,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:16:00,200.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:17:00,200.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:18:00,198.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:19:00,198.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:20:00,199.3,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:21:00,199.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:22:00,198.3,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:23:00,197.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:24:00,198.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:25:00,198.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:26:00,199.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:27:00,198.3,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:28:00,199.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:29:00,199.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:30:00,200.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:31:00,200.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:32:00,200.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:33:00,200.9,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:34:00,201.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:35:00,201.1,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:36:00,201.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:37:00,201.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:38:00,201.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:39:00,202.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:40:00,202.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:41:00,199.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:42:00,200.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:43:00,200.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:44:00,201.4,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:45:00,200.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:46:00,199.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:47:00,199.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:48:00,199.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:49:00,198.8,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:50:00,199.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:51:00,199.3,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:52:00,199.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:53:00,198.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:54:00,198.0,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:55:00,198.6,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:56:00,199.5,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:57:00,198.2,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:58:00,199.7,False,TANK_001_PRESSURE,TANK_001
2024-08-08 15:59:00,200.6,False,TANK_001_PRESSURE,TANK_001
